;nro_importaciones;nro_usados;nro_nuevo;nro_otros;nro_destino_europa;nro_destino_asia;nro_destino_america;nro_destino_africa;nro_destino_oceania;total_pesoneto;importe_aduana;importe_iva;importe_salvaguardia;cluster.km
9.90156E+11;4;0;4;0;1;3;0;0;0;16030;119858;18181;0;2
9.90183E+11;4;0;4;0;0;3;1;0;0;56121;148177;18279;0;2
9.90332E+11;4;0;4;0;0;0;4;0;0;824450;494152;60385;0;11
9.90358E+11;4;0;4;0;1;2;1;0;0;14994;127336;15828;0;2
9.90372E+11;4;0;4;0;1;0;3;0;0;317240;320243;38620;0;11
9.90622E+11;4;0;4;0;0;1;3;0;0;44;2322;278;0;11
9.90685E+11;4;0;4;0;3;1;0;0;0;23208;250740;34155;0;11
9.90715E+11;4;0;4;0;1;1;2;0;0;5376;107563;13884;0;11
9.90722E+11;4;0;4;0;0;0;4;0;0;415;208172;27101;0;11
9.90761E+11;4;0;4;0;0;4;0;0;0;30867;179832;23691;0;2
9.90785E+11;4;0;4;0;0;0;4;0;0;16008;895716;113438;0;11
9.90865E+11;4;0;4;0;0;0;4;0;0;5000531;2646477;319164;0;11
9.90876E+11;4;0;4;0;2;0;2;0;0;369;40395;4886;0;11
9.90882E+11;4;0;4;0;3;0;1;0;0;16847;343202;42345;0;11
9.90916E+11;4;0;4;0;0;2;2;0;0;70091;224456;28127;0;2
9.90954E+11;4;0;4;0;0;3;1;0;0;64618;341993;52466;11062;2
9.91004E+11;4;0;4;0;0;1;3;0;0;6209;154625;19234;0;11
9.91059E+11;4;0;4;0;0;3;1;0;0;318500;590160;71171;0;2
9.91059E+11;4;0;4;0;0;1;3;0;0;82010;274132;33060;0;11
9.91153E+11;4;0;4;0;0;4;0;0;0;68105;119557;14417;0;2
9.91157E+11;4;0;4;0;0;3;1;0;0;76761;413192;49893;0;2
9.9116E+11;4;0;4;0;3;0;1;0;0;14380;617742;74518;0;11
9.9121E+11;4;0;4;0;0;1;3;0;0;1763;71713;11639;5372;11
9.91233E+11;4;0;4;0;0;0;4;0;0;150;122914;15292;0;11
9.91244E+11;4;0;4;0;0;3;1;0;0;159240;90711;11044;0;2
9.91248E+11;4;0;4;0;0;0;4;0;0;25720;249028;40658;38930;11
9.91258E+11;4;0;4;0;0;3;1;0;0;84800;95552;12976;0;2
9.91277E+11;4;0;4;0;2;1;1;0;0;41483;237057;28587;0;11
9.91285E+11;4;0;4;0;1;0;3;0;0;1180;129943;16435;0;11
9.91297E+11;4;0;4;0;1;0;3;0;0;4857;82353;10463;0;11
9.91314E+11;4;0;4;0;2;1;1;0;0;77428;565463;87231;0;11
9.91317E+11;4;0;4;0;0;0;4;0;0;53940;199852;24353;0;11
9.91331E+11;4;0;4;0;4;0;0;0;0;58716;721444;129151;0;11
9.91337E+11;4;0;4;0;0;0;4;0;0;8149;37974;5672;1080;11
9.9134E+11;4;0;4;0;0;0;4;0;0;545;254481;31832;0;11
9.91344E+11;4;0;4;0;1;3;0;0;0;3450;64852;7821;0;2
9.91345E+11;4;0;4;0;0;4;0;0;0;72568;183857;24818;0;2
9.91357E+11;4;0;4;0;0;0;4;0;0;70759;223839;37695;44411;11
9.91363E+11;4;0;4;0;0;0;4;0;0;97000;431211;54590;0;11
9.91403E+11;4;0;4;0;2;1;1;0;0;5359;105947;13843;0;11
9.91438E+11;4;0;4;0;0;2;2;0;0;97512;161297;19467;0;2
9.91451E+11;4;0;4;0;3;0;1;0;0;51078;83812;10607;0;11
9.92106E+11;4;0;4;0;2;0;2;0;0;11386;150262;18271;0;11
9.92106E+11;4;0;4;0;1;3;0;0;0;107753;94728;11422;0;2
9.92123E+11;4;0;4;0;3;0;1;0;0;350;23657;3126;0;11
9.92127E+11;4;0;4;0;0;0;4;0;0;2221;71506;9895;444;11
9.92135E+11;4;0;3;1;0;0;4;0;0;10115;255059;30795;0;11
9.92137E+11;4;0;4;0;0;4;0;0;0;39113;227531;30167;0;2
9.92145E+11;4;0;4;0;0;3;1;0;0;27546;305599;37840;0;2
9.92179E+11;4;0;4;0;1;0;3;0;0;461;114603;13820;0;11
9.9221E+11;4;0;4;0;0;4;0;0;0;9849;64208;7916;0;2
9.92213E+11;4;0;4;0;1;0;3;0;0;24602;124388;15470;0;11
9.9222E+11;4;0;4;0;1;3;0;0;0;727;32458;4211;0;2
9.92235E+11;4;0;4;0;0;0;4;0;0;75875;131563;15865;0;11
9.92245E+11;4;0;4;0;0;0;4;0;0;27000;117160;14128;0;11
9.9225E+11;4;0;4;0;0;0;4;0;0;774;72048;9105;1586;11
9.92285E+11;4;0;4;0;0;0;4;0;0;5622;85515;19247;0;11
9.92288E+11;4;0;4;0;0;1;3;0;0;23234;101605;14297;0;11
9.92303E+11;4;0;4;0;1;1;2;0;0;96936;98310;13060;2206;11
9.92319E+11;4;0;4;0;1;3;0;0;0;43508;381381;58195;0;2
9.92333E+11;4;0;4;0;0;1;3;0;0;124616;162682;20073;0;11
9.92343E+11;4;0;4;0;0;1;3;0;0;2470;54161;8219;0;11
9.92355E+11;4;0;4;0;1;0;3;0;0;633;31579;3984;0;11
9.92369E+11;4;0;4;0;0;4;0;0;0;62095;229263;30399;0;2
9.92381E+11;4;0;4;0;0;0;4;0;0;107900;225303;27169;0;11
9.92388E+11;4;0;4;0;0;4;0;0;0;500;12569;1538;0;2
9.92391E+11;4;0;4;0;2;1;1;0;0;124671;103144;12768;0;11
9.92414E+11;4;0;4;0;0;0;4;0;0;831;29702;4315;0;11
9.92421E+11;4;0;4;0;1;1;2;0;0;18292;78936;9716;0;11
9.92422E+11;4;0;4;0;0;4;0;0;0;362253;767929;108217;0;2
9.92423E+11;4;0;4;0;0;0;4;0;0;23041;99424;14587;6424;11
9.92425E+11;4;0;4;0;0;0;4;0;0;768;63461;8508;0;11
9.92434E+11;4;0;4;0;0;1;3;0;0;154500;278208;33550;0;11
9.92457E+11;4;0;4;0;1;2;1;0;0;34477;76159;9947;0;2
9.92461E+11;4;0;4;0;1;1;2;0;0;24442;266578;32881;0;11
9.92497E+11;4;0;4;0;0;0;4;0;0;166979;450340;54326;0;11
9.92501E+11;4;0;4;0;4;0;0;0;0;13587;296828;35921;0;11
9.92505E+11;4;0;4;0;0;0;4;0;0;2012;332882;44138;16642;11
9.9256E+11;4;0;4;0;0;3;1;0;0;142496;4678411;586447;0;2
9.92594E+11;4;0;4;0;0;0;4;0;0;10368;180619;43199;0;11
9.92599E+11;4;0;4;0;1;3;0;0;0;3050;99679;12020;0;2
9.92619E+11;4;0;4;0;0;0;4;0;0;96718;148335;22074;0;11
9.92634E+11;4;0;4;0;0;4;0;0;0;77409;463909;57099;0;2
9.92635E+11;4;0;4;0;0;1;3;0;0;21061;83289;10116;0;11
9.92653E+11;4;0;4;0;0;4;0;0;0;202898;521510;83145;0;2
9.92657E+11;4;0;4;0;0;3;1;0;0;38795;291040;42082;0;2
9.92671E+11;4;0;4;0;0;0;4;0;0;23932;39950;4860;0;11
9.92673E+11;4;0;4;0;3;0;1;0;0;7085;126438;16200;0;11
9.92689E+11;4;0;4;0;0;3;1;0;0;30156;184159;24617;0;2
9.92712E+11;4;0;4;0;0;0;4;0;0;2958213;1724154;208124;0;11
9.92716E+11;4;0;4;0;1;0;3;0;0;8302;249989;32446;0;11
9.92773E+11;4;0;4;0;0;4;0;0;0;443515;250380;35221;0;2
9.92786E+11;4;0;4;0;0;3;1;0;0;999;81293;9999;0;2
9.92797E+11;4;0;4;0;0;4;0;0;0;56049;346333;82914;0;2
9.92798E+11;4;0;4;0;0;4;0;0;0;53176;131657;16622;0;2
9.92848E+11;4;0;4;0;0;1;3;0;0;408;28387;4027;0;11
9.92851E+11;4;0;4;0;0;0;4;0;0;13049;166046;20243;249;11
9.92869E+11;4;0;4;0;0;0;4;0;0;2982;20662;2781;0;11
9.92872E+11;4;0;4;0;0;3;1;0;0;6091;44396;6937;0;2
1.10229E+12;4;0;4;0;0;1;3;0;0;88978;243699;34287;0;11
1.19009E+12;4;0;4;0;0;0;4;0;0;1378;70317;9112;430;11
1.30402E+12;4;0;4;0;0;0;4;0;0;453;14573;1817;0;11
1.30586E+12;4;0;4;0;0;0;0;0;4;58460;72650;8760;0;7
1.39015E+12;4;0;4;0;1;0;3;0;0;807;93332;11509;0;11
1.3917E+12;4;0;4;0;1;0;3;0;0;1833;174860;21582;0;11
1.70353E+12;4;0;4;0;0;0;4;0;0;1320;59226;8229;0;11
1.70421E+12;4;0;4;0;0;4;0;0;0;64450;498600;67734;0;2
1.70529E+12;4;0;4;0;1;2;1;0;0;553;14534;1766;0;2
1.70635E+12;4;0;4;0;1;0;3;0;0;325600;207803;31978;28827;11
1.70687E+12;4;0;4;0;0;2;2;0;0;128640;70314;9743;0;2
1.70689E+12;4;0;4;0;1;1;2;0;0;26672;47012;5980;894;11
1.7073E+12;4;0;4;0;0;3;1;0;0;20214;112838;14483;0;2
1.70798E+12;4;0;4;0;1;0;3;0;0;3261;64425;8316;0;11
1.70832E+12;4;0;4;0;2;1;1;0;0;6919;63349;7778;0;11
1.70936E+12;4;0;4;0;0;4;0;0;0;16480;105693;15430;0;2
1.71058E+12;4;0;4;0;0;4;0;0;0;186;2871;391;0;2
1.7109E+12;4;0;4;0;0;4;0;0;0;46057;263235;33434;0;2
1.71164E+12;4;0;4;0;1;0;2;1;0;2064;64148;10999;10905;7
1.71477E+12;4;0;4;0;0;3;1;0;0;446;70636;8623;0;2
1.76815E+12;4;0;4;0;3;0;1;0;0;206416;10446747;1503824;0;8
1.76817E+12;4;0;4;0;0;4;0;0;0;45800000;18258512;2201974;0;9
1.79E+12;4;0;4;0;0;0;4;0;0;102171;352678;42531;0;11
1.79E+12;4;0;4;0;0;1;3;0;0;5837;120281;14937;0;11
1.79001E+12;4;0;4;0;3;0;1;0;0;5154;25986;3300;0;11
1.79001E+12;4;0;4;0;0;0;4;0;0;55224;311580;43839;0;11
1.79001E+12;4;0;4;0;2;2;0;0;0;43373;84733;10329;0;2
1.79002E+12;4;0;4;0;1;1;2;0;0;120979;238857;31063;0;11
1.79003E+12;4;0;4;0;0;0;4;0;0;424;34898;4207;0;11
1.79003E+12;4;0;4;0;1;2;1;0;0;2554206;1519177;183269;0;2
1.79005E+12;4;0;4;0;4;0;0;0;0;3508;35213;4378;0;11
1.79006E+12;4;0;4;0;0;3;1;0;0;79749;238942;28815;0;2
1.79015E+12;4;0;4;0;0;0;4;0;0;30622;44827;5482;0;11
1.79016E+12;4;0;4;0;0;1;3;0;0;22469;142444;17936;0;11
1.79034E+12;4;0;4;0;0;1;3;0;0;6550;378574;46172;0;11
1.79044E+12;4;0;4;0;0;1;3;0;0;7412;50767;6167;0;11
1.79048E+12;4;0;4;0;0;3;1;0;0;8553;178752;22899;0;2
1.7905E+12;4;0;4;0;1;2;1;0;0;24046;127898;19014;0;2
1.79054E+12;4;0;4;0;2;0;2;0;0;31034;358013;45722;0;11
1.79054E+12;4;0;4;0;0;4;0;0;0;19321;59613;7986;0;2
1.79064E+12;4;0;4;0;0;2;2;0;0;4969;30465;3901;0;2
1.79064E+12;4;0;4;0;4;0;0;0;0;47041;300609;37796;0;11
1.79065E+12;4;0;4;0;0;3;1;0;0;108670;125500;15152;0;2
1.79071E+12;4;0;4;0;0;2;2;0;0;24059;243552;39103;16079;2
1.79073E+12;4;0;4;0;1;0;3;0;0;2355;105009;13508;0;11
1.79073E+12;4;0;4;0;0;3;1;0;0;11849;113979;16774;0;2
1.79075E+12;4;0;4;0;3;1;0;0;0;634;113406;13698;0;11
1.79079E+12;4;0;4;0;0;0;4;0;0;3546;119082;14960;0;11
1.79081E+12;4;0;4;0;0;1;3;0;0;28866;322314;40362;0;11
1.79082E+12;4;0;4;0;0;0;4;0;0;3079;246267;30381;0;11
1.79083E+12;4;0;4;0;1;1;2;0;0;1515;309359;37507;0;11
1.79093E+12;4;0;4;0;0;0;4;0;0;166;30598;3722;0;11
1.79098E+12;4;0;4;0;4;0;0;0;0;111522;532358;77454;0;11
1.791E+12;4;0;4;0;0;0;4;0;0;87861;72100;8762;284;11
1.791E+12;4;0;4;0;0;0;4;0;0;646;22620;2985;0;11
1.79104E+12;4;0;4;0;0;3;1;0;0;8115;94012;12073;0;2
1.79113E+12;4;0;4;0;1;3;0;0;0;87294;263838;36473;0;2
1.79115E+12;4;0;4;0;0;0;4;0;0;8860;1031981;137149;0;11
1.79119E+12;4;0;4;0;0;1;3;0;0;13206;116119;17223;3590;11
1.79125E+12;4;0;4;0;2;0;2;0;0;266;37558;4528;0;11
1.79125E+12;4;0;4;0;1;0;3;0;0;219;29205;3592;0;11
1.79128E+12;4;0;4;0;3;1;0;0;0;145482;101740;15311;0;11
1.79128E+12;4;0;4;0;0;0;4;0;0;140;30652;3745;0;11
1.79128E+12;4;0;3;1;0;0;4;0;0;39414;494853;66476;0;11
1.79129E+12;4;0;4;0;0;0;4;0;0;1239;119111;14487;0;11
1.79129E+12;4;0;4;0;0;0;4;0;0;4984;46548;5612;0;11
1.79129E+12;4;0;4;0;1;1;2;0;0;5679;51099;7134;1852;11
1.7913E+12;4;0;4;0;2;0;2;0;0;3335;44368;6268;0;11
1.7913E+12;4;0;4;0;0;2;2;0;0;18278;214778;27052;0;2
1.79132E+12;4;0;4;0;4;0;0;0;0;7310;699144;87492;0;11
1.79132E+12;4;0;4;0;0;1;3;0;0;31622;236939;28573;0;11
1.79133E+12;4;0;4;0;2;0;2;0;0;835;57998;7485;1423;11
1.79133E+12;4;0;4;0;3;0;1;0;0;308540;191696;29862;3436;11
1.79133E+12;4;0;4;0;1;0;3;0;0;624;40762;5542;0;11
1.79133E+12;4;0;4;0;0;0;4;0;0;78660;42290;5701;2508;11
1.79134E+12;4;0;4;0;0;0;4;0;0;43710;762066;92031;0;11
1.79134E+12;4;0;4;0;0;2;2;0;0;13547;169788;21239;2457;2
1.79134E+12;4;0;4;0;0;2;2;0;0;54544;329690;40615;0;2
1.79134E+12;4;0;4;0;0;1;3;0;0;1396;42579;5332;0;11
1.79135E+12;4;0;4;0;0;0;4;0;0;64642;263713;41295;39555;11
1.79136E+12;4;0;4;0;4;0;0;0;0;3435;76610;9730;0;11
1.7914E+12;4;0;4;0;0;0;4;0;0;43857;160404;20516;382;11
1.7914E+12;4;0;4;0;2;1;1;0;0;5709;99918;12490;0;11
1.7914E+12;4;0;4;0;2;2;0;0;0;162540;151258;18377;0;2
1.79141E+12;4;0;4;0;1;3;0;0;0;49425;112719;13593;0;2
1.79143E+12;4;0;4;0;3;0;1;0;0;5769;75788;10304;0;11
1.79144E+12;4;0;4;0;0;0;4;0;0;6383;183848;23407;0;11
1.79144E+12;4;0;4;0;0;0;4;0;0;83711;131176;17557;112;11
1.79171E+12;4;0;4;0;0;1;3;0;0;18405;130193;18185;0;11
1.79173E+12;4;0;4;0;0;0;4;0;0;349;10283;1300;0;11
1.79173E+12;4;0;4;0;0;0;4;0;0;998;36728;5789;5672;11
1.79177E+12;4;0;4;0;2;0;2;0;0;5985;177265;25056;0;11
1.79177E+12;4;0;4;0;2;1;1;0;0;26156;94856;11442;0;11
1.79177E+12;4;0;4;0;1;3;0;0;0;17332;125614;16838;0;2
1.79177E+12;4;0;4;0;0;4;0;0;0;3260;112808;13604;0;2
1.79177E+12;4;0;4;0;0;0;4;0;0;6860;158753;20718;0;11
1.79178E+12;4;0;4;0;0;4;0;0;0;1357355;913639;110184;0;2
1.79182E+12;4;0;4;0;0;0;4;0;0;40086;782258;95644;0;11
1.79182E+12;4;0;4;0;0;0;4;0;0;4576;74050;10397;0;11
1.79183E+12;4;0;4;0;0;4;0;0;0;138645;857783;142433;0;2
1.79184E+12;4;0;4;0;0;2;2;0;0;1697;67539;8381;0;2
1.79184E+12;4;0;4;0;3;0;1;0;0;839;188414;24978;0;11
1.79186E+12;4;1;3;0;2;1;1;0;0;17591;174864;21609;0;11
1.79186E+12;4;0;4;0;0;0;4;0;0;44854;141957;18582;2432;11
1.79187E+12;4;1;3;0;2;2;0;0;0;49636;109499;14300;0;11
1.79187E+12;4;0;4;0;4;0;0;0;0;1621;48476;7304;0;11
1.79188E+12;4;0;4;0;0;0;4;0;0;235;30330;3735;0;11
1.79189E+12;4;0;4;0;1;0;3;0;0;50087;262717;33061;0;11
1.79189E+12;4;0;4;0;1;0;3;0;0;289;250654;30980;0;11
1.7919E+12;4;0;4;0;1;0;3;0;0;27077;82536;11633;3665;11
1.79192E+12;4;0;4;0;0;2;2;0;0;54056;149795;18338;620;2
1.79192E+12;4;0;4;0;4;0;0;0;0;501;218205;27360;0;11
1.79194E+12;4;0;4;0;0;0;4;0;0;31368;912758;115633;0;11
1.79196E+12;4;0;4;0;2;1;1;0;0;1646;36782;4811;0;11
1.79197E+12;4;1;3;0;0;3;1;0;0;1459659;1196913;144347;0;2
1.79197E+12;4;0;4;0;0;4;0;0;0;1758;31471;3793;0;2
1.79197E+12;4;0;4;0;0;0;4;0;0;1041;51925;6598;0;11
1.79198E+12;4;0;4;0;4;0;0;0;0;224;11718;1574;0;11
1.79198E+12;4;0;4;0;0;0;4;0;0;62073;1020046;134215;0;11
1.79199E+12;4;0;4;0;1;3;0;0;0;62115;287033;36561;0;2
1.79199E+12;4;0;4;0;0;0;4;0;0;5546;66506;8301;0;11
1.792E+12;4;0;4;0;0;0;4;0;0;290;13442;1725;0;11
1.79201E+12;4;0;4;0;1;1;2;0;0;684;32490;4143;0;11
1.79203E+12;4;0;4;0;0;0;4;0;0;1195;154306;18940;0;11
1.79204E+12;4;0;4;0;1;0;3;0;0;68264;624259;77943;0;11
1.79204E+12;4;0;4;0;0;0;4;0;0;1619;44545;5454;0;11
1.79205E+12;4;0;4;0;0;0;4;0;0;6032;77336;9475;0;11
1.79205E+12;4;0;4;0;0;4;0;0;0;257573;303481;38718;0;2
1.79206E+12;4;0;4;0;0;4;0;0;0;65145;152907;21253;0;2
1.79206E+12;4;0;4;0;1;1;2;0;0;82719;550410;73802;0;11
1.79206E+12;4;0;4;0;0;1;3;0;0;1007;40204;5283;0;11
1.79206E+12;4;0;4;0;0;0;4;0;0;39545;327609;49254;40606;11
1.79208E+12;4;0;4;0;0;3;1;0;0;52576;472417;59423;0;2
1.7921E+12;4;0;4;0;1;2;1;0;0;38275;153171;20066;248;2
1.79213E+12;4;0;4;0;3;0;1;0;0;762;55088;7135;0;11
1.79213E+12;4;0;4;0;1;1;2;0;0;1495;69314;8818;0;11
1.79213E+12;4;0;4;0;1;1;2;0;0;3794;532520;65427;0;11
1.79213E+12;4;0;4;0;0;0;4;0;0;225;38452;4762;0;11
1.79214E+12;4;0;4;0;0;0;4;0;0;481844;306539;49323;17685;11
1.79215E+12;4;0;4;0;4;0;0;0;0;313;25341;3510;0;11
1.79216E+12;4;0;4;0;0;3;1;0;0;1523;1645376;228048;0;2
1.79216E+12;4;0;4;0;0;0;4;0;0;8237;36871;5251;1106;11
1.79218E+12;4;0;4;0;0;0;4;0;0;532;21921;2642;0;11
1.7922E+12;4;0;4;0;0;0;4;0;0;22502;215052;30071;0;11
1.79222E+12;4;0;4;0;0;0;4;0;0;402;67512;8187;0;11
1.79222E+12;4;0;4;0;1;0;3;0;0;9098;35320;4516;0;11
1.79222E+12;4;0;4;0;2;0;2;0;0;2803;107646;13398;0;11
1.79227E+12;4;0;4;0;0;2;2;0;0;303;49066;6293;0;2
1.79227E+12;4;0;4;0;0;0;4;0;0;1366;445669;57004;0;11
1.79228E+12;4;0;4;0;0;0;4;0;0;145;26304;3428;0;11
1.79228E+12;4;0;4;0;0;4;0;0;0;43983;158867;24679;0;2
1.79228E+12;4;0;4;0;0;4;0;0;0;148657;324698;39730;0;2
1.79233E+12;4;0;4;0;0;4;0;0;0;42000;322952;50572;0;2
1.79233E+12;4;0;4;0;0;4;0;0;0;72670;104413;13962;0;2
1.79235E+12;4;0;4;0;0;0;4;0;0;326;28118;4013;0;11
1.79236E+12;4;0;4;0;0;0;4;0;0;548;42242;5093;0;11
1.79239E+12;4;0;4;0;0;0;4;0;0;5083;169905;21509;0;11
1.79241E+12;4;0;4;0;0;3;1;0;0;11988;247963;32909;0;2
1.79243E+12;4;0;4;0;2;0;2;0;0;10446;104531;12605;0;11
1.79245E+12;4;0;4;0;0;3;1;0;0;326594;121668;16861;0;2
1.79248E+12;4;1;3;0;0;3;1;0;0;35182;176226;23937;0;2
1.79249E+12;4;0;4;0;0;0;4;0;0;2887;38580;5105;1762;11
1.79249E+12;4;0;4;0;0;2;2;0;0;111342;201539;26491;0;2
1.80185E+12;4;0;4;0;1;2;1;0;0;5580;93998;12318;0;2
1.80225E+12;4;0;4;0;0;2;2;0;0;97271;91403;12666;0;2
1.80292E+12;4;0;4;0;2;2;0;0;0;47639;104410;12717;0;2
1.89015E+12;4;0;4;0;3;0;1;0;0;30349;72606;9709;0;11
1.89175E+12;4;0;4;0;0;3;1;0;0;44728;215288;27059;0;2
1.89175E+12;4;0;4;0;0;2;2;0;0;65149;245008;33910;0;2
1.00958E+11;3;0;3;0;0;2;1;0;0;5641;51857;6253;0;2
1.02088E+11;3;0;3;0;0;0;3;0;0;2776;154218;18884;0;11
1.0212E+11;3;0;3;0;0;2;1;0;0;136012;344024;53873;0;2
1.02134E+11;3;0;3;0;0;3;0;0;0;24297;127517;16504;0;2
1.02194E+11;3;0;3;0;2;0;1;0;0;5849;115918;15047;0;11
1.02278E+11;3;0;3;0;0;1;2;0;0;1112;25983;3319;0;11
1.02545E+11;3;0;3;0;0;1;2;0;0;302;51749;6385;0;11
1.90004E+11;3;0;3;0;0;0;3;0;0;119042;87808;11796;0;11
1.90108E+11;3;0;3;0;0;3;0;0;0;35300;442723;53392;0;2
1.90136E+11;3;0;3;0;1;0;2;0;0;13128;216338;30436;0;11
1.90147E+11;3;0;3;0;0;1;2;0;0;44369;261572;41131;0;11
1.90152E+11;3;0;3;0;2;0;1;0;0;33985;45937;5538;0;11
1.90152E+11;3;0;3;0;1;1;1;0;0;224;61695;7685;0;11
1.90157E+11;3;0;3;0;1;1;1;0;0;2450;17765;2212;0;11
1.90157E+11;3;0;3;0;0;2;1;0;0;50375;47983;6087;0;2
1.90159E+11;3;1;2;0;1;1;1;0;0;13235;20855;2804;0;11
1.9017E+11;3;0;3;0;0;0;3;0;0;963;22921;3852;4429;11
1.90318E+11;3;0;3;0;1;1;1;0;0;19598;80875;9772;0;11
1.90318E+11;3;0;3;0;0;0;3;0;0;173;18910;2359;0;11
1.90319E+11;3;0;3;0;0;0;3;0;0;3053;46993;20539;0;11
1.90319E+11;3;0;3;0;0;3;0;0;0;1483;32274;3891;0;2
1.90323E+11;3;0;3;0;1;0;2;0;0;391;35025;4242;0;11
1.9033E+11;3;0;3;0;0;1;2;0;0;131867;282095;38930;0;11
1.90332E+11;3;0;3;0;0;2;1;0;0;71990;72083;9308;0;2
1.90346E+11;3;0;3;0;0;2;1;0;0;1017;49308;6389;0;2
1.90354E+11;3;0;3;0;3;0;0;0;0;181;30396;3684;0;11
1.90366E+11;3;0;3;0;0;3;0;0;0;31583;257325;32783;0;2
1.90372E+11;3;0;3;0;0;3;0;0;0;48384;53146;8321;0;2
1.90385E+11;3;0;3;0;0;3;0;0;0;17484;157879;20900;0;2
2.01533E+11;3;0;3;0;0;1;2;0;0;1898;27008;3436;0;11
3.00469E+11;3;0;3;0;0;3;0;0;0;37043;94420;12117;0;2
4.00738E+11;3;0;3;0;0;3;0;0;0;10522;157959;19609;0;2
5.00515E+11;3;0;3;0;0;1;2;0;0;78000;129330;15595;0;11
5.02035E+11;3;3;0;0;0;0;3;0;0;52976;89748;11069;0;12
6.01008E+11;3;0;3;0;0;0;3;0;0;11500;296732;47101;1297;11
6.90073E+11;3;0;3;0;0;3;0;0;0;30994;161045;20970;0;2
7.02065E+11;3;0;3;0;0;0;3;0;0;4572;33740;4501;0;11
7.02319E+11;3;0;3;0;0;0;3;0;0;1696031;480423;92196;24019;11
7.02577E+11;3;0;3;0;0;0;3;0;0;150120;29401;4321;2057;11
7.02593E+11;3;0;0;3;0;0;3;0;0;269535;193891;29707;13571;11
7.04626E+11;3;0;0;3;0;0;3;0;0;262160;187182;28580;13101;11
7.05154E+11;3;0;0;3;0;0;3;0;0;148172;55968;8337;3916;11
7.90061E+11;3;0;3;0;2;0;1;0;0;32989;558172;67862;0;11
8.00844E+11;3;0;3;0;0;2;1;0;0;318;23556;2948;0;2
8.91716E+11;3;0;3;0;0;0;3;0;0;97;5071;683;0;11
9.01128E+11;3;0;3;0;3;0;0;0;0;346;56916;6938;0;11
9.06574E+11;3;0;3;0;0;1;2;0;0;359;45319;5899;0;11
9.08886E+11;3;0;3;0;0;0;3;0;0;250;31991;3909;0;11
9.09144E+11;3;0;3;0;0;3;0;0;0;7830;89432;11401;0;2
9.10205E+11;3;0;3;0;0;3;0;0;0;9573;137999;24616;0;2
9.10969E+11;3;0;3;0;0;3;0;0;0;209;13349;1807;0;2
9.12614E+11;3;0;3;0;0;3;0;0;0;160000;45186;6262;0;2
9.19046E+11;3;0;3;0;0;3;0;0;0;64193;113124;15255;0;2
9.21754E+11;3;0;3;0;0;3;0;0;0;2356;44904;6210;0;2
9.27637E+11;3;0;3;0;0;3;0;0;0;41364;63323;9906;0;2
9.30414E+11;3;0;3;0;0;3;0;0;0;45536;45471;6991;0;2
9.31715E+11;3;0;3;0;0;3;0;0;0;44776;55297;10435;0;2
9.90001E+11;3;0;3;0;1;0;2;0;0;10077;90600;13535;8811;11
9.90002E+11;3;0;3;0;1;0;2;0;0;3994;52434;6790;0;11
9.90003E+11;3;0;3;0;0;0;3;0;0;34025;184647;22311;0;11
9.90011E+11;3;0;3;0;0;3;0;0;0;34557;71161;11142;0;2
9.90016E+11;3;0;3;0;0;3;0;0;0;39950;106498;12843;0;2
9.90022E+11;3;0;3;0;1;2;0;0;0;3358;34260;4130;0;2
9.90023E+11;3;0;3;0;0;1;2;0;0;1231;14067;1695;0;11
9.90046E+11;3;0;3;0;0;0;3;0;0;64;6669;897;318;11
9.90083E+11;3;0;3;0;1;0;2;0;0;1025;2451;322;0;11
9.90112E+11;3;0;3;0;0;0;3;0;0;1169724;569036;84509;0;11
9.90129E+11;3;0;3;0;2;0;1;0;0;373806;357804;43150;0;11
9.90141E+11;3;0;3;0;0;0;3;0;0;450;139504;16857;0;11
9.90178E+11;3;0;3;0;0;0;3;0;0;230;21620;2913;0;11
9.90178E+11;3;0;3;0;0;2;1;0;0;2161;24486;3370;842;2
9.90319E+11;3;0;3;0;0;2;1;0;0;33971;142929;18306;0;2
9.90361E+11;3;0;3;0;0;1;2;0;0;1101;7495;903;0;11
9.90374E+11;3;0;3;0;0;0;3;0;0;5021;77781;10179;0;11
9.90377E+11;3;0;3;0;0;2;1;0;0;80750;138303;16678;0;2
9.90381E+11;3;0;3;0;0;2;1;0;0;54000;71139;8578;0;2
9.9056E+11;3;0;3;0;1;2;0;0;0;413;13807;1832;0;2
9.90638E+11;3;0;3;0;1;1;1;0;0;50157;32149;3918;0;11
9.9069E+11;3;0;3;0;1;0;2;0;0;5652;164688;20616;0;11
9.90734E+11;3;0;3;0;2;1;0;0;0;100;20228;2691;0;11
9.90741E+11;3;0;3;0;0;1;2;0;0;391;13692;1680;0;11
9.90745E+11;3;0;3;0;0;0;3;0;0;16400;56931;7430;0;11
9.90862E+11;3;0;3;0;2;0;1;0;0;2404;29828;3673;0;11
9.90907E+11;3;0;3;0;0;0;3;0;0;124224;130143;18059;0;11
9.90981E+11;3;0;3;0;1;1;1;0;0;44743;74606;9007;0;11
9.9099E+11;3;0;3;0;0;2;1;0;0;10337;495072;60950;0;2
9.91035E+11;3;0;3;0;0;2;1;0;0;28545;254919;36866;0;2
9.91141E+11;3;0;3;0;0;0;3;0;0;23496;127219;19044;0;11
